identifiant,genre,date_naissance,region,departement,diplome,csp,revenu_mensuel,vaccination,confinement_respect,precaution,risque_declare,risque_jeu,patience,cooperation,comportement
x9x42voj,1,1946,7,92,5,7,5,2,9,5,3,16,8,12,57.804
kwepyfit,0,1996,9,64,6,2,0,1,7,4,7,32,7,10,80.362
g5qz2pze,0,1974,7,77,3,8,-1,2,10,4,7,50,7,4,56.766
u8za658d,1,1955,11,44,6,7,4,1,9,5,7,32,2,10,54.856
9woaa0fp,0,1957,2,22,8,7,8,2,9,4,7,31,7,10,54.856
dnhi1jl3,1,1953,7,91,5,7,6,2,8,4,4,30,3,0,54.856
kwjnoy6p,0,1956,3,45,3,7,-1,2,10,5,2,1,9,0,57.804
5l7g3mq0,1,1978,12,13,5,5,5,2,8,5,2,10,9,20,45
89gv43r0,1,1991,1,70,3,6,3,2,8,3,7,32,5,0,54.856
szh4tdpn,1,1964,7,78,2,6,1,2,10,3,7,6,8,10,54.856
r0aj6nsg,1,1983,0,63,6,2,2,2,5,4,9,7,5,6,55.997
y21gfiq9,1,1981,7,78,3,5,1,2,8,5,5,13,2,20,57.804
6u011k2f,1,1983,8,76,5,4,6,2,10,5,1,16,3,10,54.856
jvqq1ajo,1,1953,12,13,6,7,3,2,7,5,3,20,7,4,61.189
k6hz5wus,1,1983,2,56,0,6,2,1,6,5,4,60,3,10,57.49
01hrg1t3,1,1965,2,29,1,7,4,2,6,4,5,34,5,6,54.856
5go8nijg,1,1990,10,31,6,4,4,1,10,4,5,32,7,16,45
ub99qwba,1,1995,7,92,8,8,0,2,10,4,0,2,10,0,25.814
cyxqt3vu,1,1957,9,33,6,7,5,2,8,4,5,32,7,10,56.766
q6rxy41r,1,1967,0,01,4,4,4,0,10,3,7,10,7,14,54.856
jn6sbwoa,0,1946,2,22,6,7,4,2,8,4,7,32,5,8,45.978
n7gay6yw,1,1981,12,13,8,2,10,2,8,1,10,32,9,6,62.199
2fum2cih,0,1989,0,74,6,4,3,1,8,4,6,1,7,0,61.201
4ccvk4rb,0,1944,12,13,6,7,4,2,10,5,5,16,6,2,43.975
g5rxp1vt,1,1988,5,57,5,5,3,2,5,3,5,45,8,20,80.362
m1bfuxbk,0,1982,5,57,8,4,1,2,9,3,3,63,8,4,57.804
pe3masu0,1,1961,12,13,2,7,2,2,5,3,7,32,8,20,56.951
ek01yiom,1,1986,6,62,2,6,3,2,8,4,2,40,7,0,82.349
y99d4x70,0,1972,8,14,6,4,5,2,7,4,2,30,4,10,56.766
n577gddz,1,1965,7,93,1,5,3,2,7,2,2,1,5,20,33.234
sqtgwu1l,1,1955,2,35,2,7,2,1,8,3,4,2,5,0,56.977
hxdzhv1h,1,1985,7,78,0,6,2,2,7,2,10,45,5,0,57.804
hjdsv2ng,1,1993,9,33,1,6,1,1,6,5,8,25,5,10,80.362
s7mqjbur,0,1974,9,33,7,4,5,2,8,5,6,17,4,8,62.607
70nm1c0y,1,1976,7,78,5,2,0,2,8,4,0,40,10,0,66.883
50ih0nnb,1,1988,5,67,3,6,1,2,8,4,0,1,0,0,57.529
i6aswx90,1,1970,0,74,5,4,-1,2,9,5,0,2,0,0,54.856
641oqwxp,1,1973,1,25,2,5,3,2,10,5,1,25,5,20,80.362
u89jnmz5,0,1991,0,69,6,4,3,2,10,3,4,32,7,0,56.878
dd91fdn5,1,1956,2,22,5,7,2,2,9,4,6,48,5,0,57.804
557kf8n1,1,1986,7,93,2,4,2,1,10,4,6,40,3,20,54.856
oetxlatd,0,1996,3,37,8,8,0,0,8,3,8,58,3,10,54.856
hsne0xl2,1,1950,11,44,2,7,4,2,8,4,6,20,3,10,57.804
yqg0driw,1,1965,12,84,6,4,1,2,8,3,3,7,7,0,57.804
8utigxd5,1,1980,6,62,5,5,2,0,0,1,10,34,10,10,45
97gymqtp,1,1962,7,94,6,2,1,2,4,5,2,2,2,10,51.072
b5jkbyw9,0,1980,10,66,1,2,2,2,7,2,10,20,3,20,57.804
02a7ai09,1,1991,7,77,6,4,4,2,10,4,5,32,8,20,54.856
1bl0o3dw,0,1971,7,95,2,5,2,2,10,4,5,1,10,0,69.088
d7cif9s6,0,1967,2,35,5,8,0,2,6,4,0,1,0,20,58.173
xkwqsyff,1,1986,0,69,5,2,4,2,7,3,8,40,10,8,57.804
7n24civa,0,1985,9,33,8,4,2,2,9,4,7,40,7,20,54.856
0rf1afk3,0,2003,7,94,3,8,2,1,7,2,6,1,8,0,56.977
iy94azjj,1,1962,12,13,0,6,0,0,2,2,10,30,7,4,57.804
0srukf5c,1,1983,0,69,5,4,2,2,8,4,2,1,10,0,56.977
ye5s8x0i,0,1968,7,75,9,8,-1,2,9,4,9,3,7,0,80.789
xglv04af,2,1999,7,75,6,8,-1,1,10,4,5,1,5,10,58.527
v2alw6lu,1,1978,7,75,4,4,1,2,10,5,6,1,1,0,33.234
ktxwzgty,1,1952,12,13,2,7,2,2,9,5,7,5,10,10,65.97
mhr91fz9,1,1947,12,06,2,7,3,2,9,5,3,32,4,10,63.186
36rp8b0v,1,1987,10,30,1,6,1,0,0,1,5,22,5,20,80.789
4a66y9ew,1,1998,12,06,3,8,-1,2,6,3,3,6,3,0,78.133
1ysusonc,0,1971,7,94,2,6,3,1,9,4,0,7,5,0,56.977
bibdf3zi,0,1972,10,31,3,1,-1,0,9,3,5,32,5,2,57.804
w3uvlkue,1,1953,9,33,8,7,4,2,9,4,5,32,7,20,45
unc3xlk2,1,2000,0,42,3,8,3,2,3,4,3,5,2,20,55.126
i4mdoa9d,0,1986,10,81,5,5,2,1,8,3,8,4,5,6,57.804
rkxmg2y5,0,1971,7,94,6,4,6,2,9,5,8,50,5,6,79.876
p7mbl0x2,1,1994,7,95,3,4,-1,2,8,5,7,3,6,8,61.518
xh0ch0ab,1,1959,0,63,2,7,1,2,9,5,3,10,2,0,57.804
o2v6lelm,0,1990,2,22,3,6,2,1,7,2,6,20,3,10,57.804
24yanhq2,1,1961,3,92,5,7,5,2,7,2,7,30,3,10,69.579
yb10qcjk,0,1963,3,37,6,4,3,2,10,2,3,13,8,20,54.856
4hb5u08i,1,1993,7,95,8,8,0,2,8,4,6,20,8,20,80.362
x98jqi8f,0,1985,12,0,5,2,-1,0,10,3,5,1,5,0,23.964
irzzi61n,1,1952,11,44,8,7,3,2,6,5,5,32,8,10,59.962
0scdq8xp,0,1965,0,69,2,5,3,2,10,4,2,26,8,20,57.804
gvdcldxe,0,1975,6,60,3,4,2,1,6,3,7,30,10,10,57.804
d5hzszn5,1,1997,7,75,5,8,0,2,7,5,9,5,8,10,53.639
2ar6x9lm,0,1980,11,85,3,1,2,2,8,4,1,4,5,0,58.207
hzh8l2ej,0,1982,7,95,6,5,4,2,9,4,1,46,8,12,57.804
8xtp0oml,1,1990,8,27,3,5,5,2,4,4,7,20,3,20,62.115
ooz2xjz7,0,1988,11,49,5,6,3,2,9,3,3,2,5,0,80.362
65m3mhmy,0,1975,6,59,5,5,2,2,10,5,3,50,7,10,66.173
k9t346vc,0,1949,3,45,3,7,2,2,9,4,5,40,5,10,60.68
6a5ad6rb,1,1960,9,33,7,2,1,2,7,5,9,36,2,10,54.856
gj2o69o8,1,1985,7,77,3,2,5,2,8,2,6,1,7,20,45
4sqgunzp,1,1953,10,11,2,7,2,2,10,5,7,45,10,20,78.69
xq4phawm,0,1965,7,78,2,5,-1,2,9,5,0,4,6,0,66.036
bnh4h28f,0,1953,12,83,3,7,-1,2,7,3,5,2,8,20,64.562
aquoauoy,0,1980,7,92,6,6,2,2,9,4,3,4,10,0,57.804
sn0j7v82,0,1953,6,59,3,7,-1,2,8,5,7,52,4,0,60.469
oa3rhxq9,0,1985,7,91,3,5,1,1,8,1,6,45,5,0,60.255
cu5d6nny,1,1976,11,44,5,5,1,2,9,5,6,42,4,20,54.856
gu65v7cd,1,1999,7,75,7,8,-1,2,8,4,4,23,5,10,49.269
jjy848mt,1,1977,7,93,1,6,2,2,8,4,7,10,1,20,60.68
b1kbj4ia,0,1988,6,59,2,6,1,1,0,3,4,17,8,0,64.893
d5mvrsct,1,1966,1,89,2,6,3,2,9,4,2,24,5,8,80.789
088b31ny,0,1953,6,59,6,7,3,2,9,4,5,20,4,0,58.815
zjwlc8w6,1,1966,9,33,2,8,0,0,8,1,0,2,10,0,56.977
qx2qgpc7,1,1998,9,33,3,4,1,1,6,3,4,16,8,0,54.856
0q9x7dgb,1,1952,1,71,9,7,4,2,7,4,5,23,5,14,54.856
l0dhf7ur,0,1963,0,15,0,5,3,2,9,5,3,50,8,10,45
ls7uwikz,0,1968,10,11,3,5,2,2,8,5,8,50,7,0,61.955
4gggtwi7,0,1962,11,44,2,4,2,2,8,4,5,10,7,20,44.785
xpk7h7hi,1,1943,9,33,5,7,6,2,8,4,6,20,7,10,75.227
iqen3bmt,0,1992,0,0,8,5,-1,2,9,3,7,30,4,10,54.856
xlsucnf0,1,1954,5,68,7,7,8,2,9,5,2,4,6,0,57.804
t6ff9zqt,0,1964,9,16,5,5,-1,2,9,4,2,40,9,4,57.804
dekb7dd3,1,1957,0,42,6,6,2,0,5,1,5,36,8,10,54.856
71kzhear,0,1979,7,78,8,4,3,2,9,3,5,10,8,10,45
dw8u1qdy,1,1959,2,29,2,6,3,2,7,3,7,52,6,0,57.804
srjm5022,0,1979,7,91,8,4,-1,2,9,4,6,32,4,20,57.804
s06mpr9a,1,1951,7,0,8,7,-1,2,8,3,6,10,4,0,33.234
xrw9skx4,0,1951,9,87,3,7,1,2,6,4,3,32,2,10,57.804
vlxdkysa,1,1972,8,76,1,6,2,2,7,4,5,32,8,0,80.362
sf9m3d7s,1,1957,7,78,2,7,4,0,8,4,7,32,4,10,54.856
ob2rpzc6,0,1999,7,75,6,4,2,2,8,5,8,38,7,20,51.789
515tv6ex,0,1979,10,11,3,5,3,2,9,4,3,2,6,0,54.856
mdl5slbb,1,1991,1,25,6,4,1,2,9,3,5,2,8,0,77.521
dxg939qt,0,1951,8,14,2,7,3,2,9,4,2,18,4,0,56.977
d805ynqf,1,1994,7,92,5,5,3,2,5,4,6,32,5,20,57.804
aqzkbltq,0,1960,9,40,2,7,1,2,8,4,0,3,8,18,43.493
j4dfoij4,0,1960,3,41,3,4,2,2,9,5,3,3,4,0,56.977
rm7gk2mb,1,1974,5,51,2,6,3,2,7,4,5,45,5,20,57.49
y9t5r3ru,1,1990,1,71,2,2,1,0,5,1,9,32,5,20,54.856
fqbv08nx,0,1995,10,31,6,4,1,0,8,2,6,5,10,0,66.036
dxdbtsoi,1,1954,6,02,1,7,2,2,7,5,3,2,1,0,30.529
9g8zeoci,1,1951,12,83,2,7,4,2,9,4,3,32,2,20,57.804
479wdalx,0,1946,7,93,6,7,1,2,10,5,5,1,10,20,61.442
dezavfk3,1,1988,12,83,8,5,3,2,8,4,7,3,4,0,60.255
baql9t4e,0,1984,2,35,8,6,1,2,9,4,7,9,8,10,57.804
a16yrrhq,0,1964,0,38,3,5,0,2,9,5,0,1,1,0,80.789
7e4aohba,0,1992,3,28,2,4,2,2,8,4,7,4,2,14,63.138
bbzv1m7a,0,1970,12,04,2,8,2,2,9,4,5,26,4,10,54.856
4g7djwn2,1,1968,5,67,2,6,11,2,6,3,5,11,8,0,80.789
gyuhncug,1,1952,5,55,3,7,2,2,9,4,5,52,9,16,57.804
pnc6g7yg,1,1986,5,54,6,4,3,2,9,4,7,27,9,14,54.497
tnqm2bue,0,1944,3,78,9,7,4,0,8,3,9,30,8,10,57.804
6o8cpmhs,1,1993,10,0,8,8,6,1,5,1,9,24,4,20,66.064
ysgtxfux,0,1982,6,62,8,4,5,2,10,5,2,40,5,20,57.804
l1z5974r,1,1977,0,74,3,6,1,2,5,2,6,40,10,20,67.48
4ydjopq5,0,2001,9,75,5,8,0,2,5,3,8,57,9,0,80.362
gczzomzx,1,1987,1,25,7,5,3,0,7,3,1,30,8,20,80.362
3oddy76t,0,1959,1,58,2,7,1,1,10,4,6,15,10,10,62.939
likq1nwh,1,1953,7,77,3,7,2,2,8,4,5,43,4,14,54.856
ioxecm5o,0,1985,0,38,8,4,-1,2,7,5,4,30,6,20,54.856
mesp7tah,1,1946,10,31,8,7,3,2,7,5,2,4,8,0,39.473
jozbgqog,0,1951,0,69,2,5,-1,2,5,4,3,26,1,20,66.249
cd8tm1r3,1,1953,7,75,1,7,5,2,10,5,4,60,5,10,55.417
9lc1b9xq,1,1972,2,56,3,8,0,2,9,4,6,60,5,8,54.856
ovw3fkbd,0,1993,0,69,8,4,2,1,10,3,5,30,7,10,58.935
9xmxd02t,0,1973,9,40,3,5,0,2,10,4,3,24,10,0,57.804
m1ae4lko,0,1981,9,17,5,4,2,0,7,4,6,32,8,14,57.804
uxsnwhtp,0,1966,2,29,7,4,3,2,10,5,5,20,7,0,57.804
ry4umbai,1,1986,9,47,0,6,2,2,8,5,7,1,9,0,56.977
fhghwt0m,0,1967,5,68,0,6,1,2,9,4,0,1,10,8,78.69
5wdwtjvt,0,1959,9,79,5,7,1,2,10,5,5,12,8,8,48.475
rguz6al2,0,1973,11,53,5,5,3,2,8,4,5,20,7,8,57.804
zr98rk76,0,1994,7,78,8,8,3,2,7,4,3,16,7,0,54.856
d1inba3p,0,1995,0,42,3,5,1,0,8,3,7,11,1,2,54.856
lmiww8u1,1,1998,7,93,6,8,1,2,8,3,5,32,10,10,57.804
qieuetiv,1,1949,11,44,8,7,6,2,7,4,7,3,8,2,45
sxvwk3za,0,1991,7,75,8,4,1,2,10,4,1,40,1,4,45
vru2kp60,0,1998,12,83,5,5,1,2,7,3,10,21,8,0,49.431
helzleg3,1,1972,9,40,5,4,2,1,5,2,7,20,7,10,54.856
t4xw8vgb,1,1950,0,26,9,7,11,0,10,2,5,32,10,0,57.804
lnbt2z51,1,1961,5,68,6,4,3,2,8,5,5,45,5,14,65.458
23tehgmq,1,1987,12,13,6,5,3,1,8,4,4,32,5,0,67.48
a8m96egn,2,1947,7,95,8,7,2,2,9,3,6,19,8,16,67.879
pw5hg2pa,0,1950,5,68,5,7,4,2,9,5,4,33,7,4,54.856
b2hkgrs3,0,1947,9,79,5,7,2,2,8,5,0,10,8,0,23.964
ssxxk8pt,0,1994,5,57,6,5,-1,2,4,4,7,30,9,10,57.804
f6kvj9en,0,1980,12,13,4,5,0,2,9,4,7,6,9,10,57.653
s6bzjoy0,1,1984,2,29,2,6,2,2,6,3,6,2,2,6,45
36791c2t,0,1999,7,75,8,8,0,2,8,4,6,18,6,20,51.91
83c8fiuf,0,1958,6,62,3,7,2,2,10,5,4,40,5,0,68.695
9112qgdt,0,1946,8,50,2,7,2,2,8,4,5,1,9,4,56.459
kr97unok,1,1938,12,13,8,7,9,2,8,4,2,13,5,2,80.362
ljgr5mxb,0,1973,7,77,3,8,2,2,8,3,6,1,7,2,58.899
7kt9n3kv,0,1971,11,44,7,4,3,2,10,5,2,16,5,16,54.856
g4gnyyik,1,1953,6,59,8,7,3,2,9,5,7,50,6,8,57.804
nweoym2n,0,1953,3,28,3,7,4,2,9,5,5,2,2,20,60.255
49ynubu3,0,1952,12,84,7,7,2,2,6,4,3,50,7,10,54.856
1az6xodi,0,1957,9,17,0,7,1,2,8,5,3,46,4,0,72.442
641e08o7,0,1998,10,81,3,6,1,0,8,3,7,20,8,10,54.856
vjt8hy1a,0,1997,6,60,6,4,1,2,9,2,5,14,2,8,45
cl8fhn90,1,1997,10,31,3,6,3,0,0,4,10,13,5,18,23.964
zk0agq8c,1,1963,2,29,5,8,1,2,8,5,6,5,1,0,57.804
75w35csa,0,1984,7,78,3,5,10,2,9,4,7,14,3,20,54.856
pfn69clc,0,1981,10,11,8,4,0,2,10,5,8,50,5,20,57.804
mbbdkk7z,0,1957,7,78,6,5,2,2,9,4,3,32,5,20,57.804
9rsjtr69,0,1964,10,48,8,4,3,2,10,5,5,33,4,20,54.856
2v868sma,0,1961,9,33,0,5,1,2,10,3,10,1,10,20,78.951
hjjootpa,1,1950,7,91,8,7,6,2,9,4,5,1,7,10,62.115
rf6s5aup,0,1995,6,59,5,4,1,2,9,4,3,32,7,18,54.856
jyul4i9a,0,1961,12,13,8,5,4,2,8,4,2,32,5,10,54.856
f8aaet3y,1,1963,7,91,8,4,5,2,8,4,6,39,6,12,57.804
i1eqrg0c,0,1997,3,37,6,8,1,2,8,4,2,30,9,0,58.283
p9tuluir,0,1950,11,49,9,7,5,2,9,4,4,21,5,8,45
f8mmkcfd,0,2000,10,81,6,8,10,1,7,4,7,31,5,10,66.036
12eiwhvd,1,1995,7,75,8,8,1,2,8,5,8,18,9,8,65.397
igx9ssjd,1,1999,5,67,7,8,0,2,8,4,5,40,7,20,57.804
xucmd5va,1,1991,11,44,8,8,0,0,8,4,5,17,7,6,56.387
fe3a1bac,1,1995,12,13,8,8,3,2,7,2,3,20,3,20,68.249
p1xigi4k,0,1993,5,57,3,5,1,2,10,5,7,32,8,20,49.072
asz7z0t9,0,1999,9,86,6,8,2,2,9,4,7,30,8,6,54.856
sumvpswx,0,1967,8,50,2,8,1,2,10,3,5,6,7,0,54.627
w2ukmi2q,0,1978,10,11,2,8,0,2,10,4,1,13,9,0,54.856
i5katik9,0,1982,10,30,4,4,3,0,8,4,6,30,3,10,57.804
ppnfa8dd,1,1998,5,52,3,6,2,2,5,3,4,32,0,10,54.856
o38unj6b,0,1999,6,59,6,8,1,2,8,4,10,13,8,20,62.535
1w83ys14,0,1966,2,29,2,5,2,2,10,5,1,27,8,0,56.977
vqo0dns7,0,1968,3,28,2,8,2,2,8,4,2,5,7,0,54.856
w6t24wsv,0,1983,11,44,6,4,0,0,6,2,4,16,2,8,57.804
0dws6m6c,0,1960,9,19,5,4,2,2,8,5,5,30,5,10,60.68
yzuhxa3b,1,1996,8,27,6,6,11,2,7,5,5,1,7,0,34.874
qqhp4c6n,0,1955,0,15,3,7,2,2,9,3,5,20,4,20,54.856
by6kv19r,0,1950,0,73,1,7,1,0,9,4,7,40,7,20,57.804
scdprwkp,0,1954,0,03,6,7,1,2,10,4,1,10,7,6,53.075
4py5rouj,0,1947,7,78,7,7,5,2,10,4,5,32,7,6,54.856
8rb6uhx0,0,1967,1,71,2,7,3,0,3,2,5,30,7,4,60.255
p7s1cg2a,1,1994,0,15,6,4,3,2,10,4,1,18,9,0,54.856
5vuxm7tw,1,1986,2,29,3,4,4,2,5,5,3,4,0,0,70.454
gemg0v4f,0,1990,1,71,1,6,0,2,8,2,5,4,5,0,55.126
bch0nzu8,1,1959,5,57,2,5,7,2,8,5,5,15,9,0,76.67
cg02jcxq,1,1997,5,68,6,6,2,2,7,3,4,30,7,10,54.856
bimn7w8c,1,2000,10,31,2,6,1,2,0,4,7,10,7,20,56.977
rr073bty,1,1980,0,38,3,5,1,2,8,1,2,21,9,20,45
ipw49doh,0,1999,12,83,6,5,3,2,10,4,3,32,7,10,54.856
xplhx3bn,1,1944,7,75,8,7,4,2,2,3,0,20,10,0,57.804
ah7dbq6v,0,2001,7,95,5,8,1,1,8,3,5,48,10,0,57.804
4hgu2nrk,1,1989,7,91,7,4,2,2,8,4,8,32,3,20,43.975
m1lg2bu3,1,1965,0,42,8,5,3,1,7,4,7,32,8,0,57.804
55y685mk,0,1982,11,72,5,1,2,2,10,5,6,8,8,0,63.802
ocn8ymuu,0,1994,1,21,3,6,3,2,8,3,7,5,1,10,45
2lsdhqrh,1,1975,0,63,5,4,3,2,7,2,6,32,2,20,54.856
0v80i80p,0,1990,10,30,7,8,2,0,6,4,4,6,8,20,57.804
39sngxet,0,1980,9,79,3,8,2,2,4,4,7,29,2,0,45
5nsftp8i,1,1999,7,91,8,8,4,2,9,5,2,13,9,20,57.078
j98yiuax,0,1991,7,75,7,4,4,2,10,4,0,29,5,10,57.804
xcs4esz6,0,1985,6,59,3,8,0,2,8,2,1,2,2,0,80.789
hn8lze3j,1,1995,7,75,8,5,2,2,10,3,5,8,7,0,56.977
x7qvlm45,0,1962,7,78,6,8,5,2,10,4,5,23,5,10,62.296
ogwkwcjx,0,1961,5,55,3,5,-1,1,9,4,7,60,7,0,56.977
hskk81hw,1,1966,3,18,3,4,0,0,6,4,8,28,9,6,56.977
w8419yrj,0,1996,7,75,6,8,2,2,5,4,7,40,6,18,80.362
9xavqhpx,1,1964,0,63,2,6,1,1,9,4,5,41,8,12,56.831
q20vgx25,1,1978,12,06,5,5,2,2,7,4,7,28,7,20,54.856
8dy2qkxf,0,1982,0,63,4,6,2,2,5,3,6,40,9,20,54.856
ch7798fn,1,1972,10,34,5,5,-1,2,8,5,7,8,9,20,57.804
djipu6y9,0,1987,5,67,3,5,1,2,10,5,2,2,5,0,60.803
66588fnc,0,1978,12,13,2,5,1,2,10,5,10,32,7,2,74.395
h3pdv6xb,1,1958,4,2B,5,5,1,2,7,4,5,60,5,10,57.804
8v50f6zd,1,1969,3,37,2,8,0,2,4,4,2,43,5,0,80.362
1lucpa2f,0,1966,0,26,8,1,0,0,10,3,8,50,10,10,54.856
kdevxw0o,0,1989,7,75,2,8,0,1,7,3,7,3,5,0,61.485
i6nvytgj,1,1972,6,59,3,5,1,1,7,2,5,32,5,10,53.604
yfj45vpk,1,2000,7,92,8,8,10,1,8,5,6,63,3,20,80.362
l9zeqw6y,1,1956,3,45,3,7,3,2,9,4,6,40,8,2,54.856
7cekgj2z,0,1966,7,92,6,3,0,2,8,4,3,60,6,20,54.856
qkejw2ph,1,1967,0,03,2,8,0,2,10,5,7,2,1,0,80.789
cl7ce0qy,0,1957,1,89,3,7,2,1,10,4,0,4,5,4,44.118
gko50k19,1,1950,12,83,8,7,6,2,7,5,5,48,2,10,57.804
yqyxtm0o,1,1951,6,62,5,7,-1,2,8,4,8,8,8,20,56.766
c4yg8wqr,1,1941,12,06,2,7,1,2,9,5,0,3,2,0,56.977
0h71plqi,0,1995,10,34,8,3,3,0,2,2,5,52,2,20,80.362
rnwisiuz,1,1974,11,44,5,3,4,2,9,3,5,45,5,10,54.856
wb45q5sr,0,1988,11,72,3,6,2,0,2,1,10,58,5,20,60.469
czsx0w2a,0,1986,0,69,6,4,4,1,9,4,2,20,8,0,45
qq9nzpyr,1,1995,2,29,8,3,3,2,7,4,1,1,5,0,54.856
u2o0t7yw,0,1978,12,06,7,4,-1,2,9,4,7,9,5,16,61.252
mcwue92m,1,1982,7,78,7,3,10,2,8,5,2,32,2,20,75.379
xn9kom55,1,1969,7,75,8,3,3,2,8,5,2,2,4,2,44.041
0fz9yyki,1,1996,6,80,8,4,1,0,6,4,6,32,4,6,45
hrrmo77b,1,1972,9,64,8,3,8,2,9,4,5,16,8,10,54.856
9t6ejlwy,0,1965,0,69,5,2,6,2,7,4,2,12,9,0,34.874
9gcgh7ti,1,1968,7,92,8,3,10,2,8,4,4,11,7,10,56.977
z4l9x29w,1,1967,7,77,8,3,6,2,10,4,6,33,8,10,57.804
d4hifbf1,1,1961,7,91,8,3,7,2,7,3,5,32,5,20,45
4mr4l9p7,1,1982,9,19,8,3,1,0,7,5,4,16,6,8,62.999
dq5vl5ud,0,1993,9,64,7,5,3,2,8,1,4,46,3,10,81.469
q7hk7b99,1,1966,7,75,8,3,11,2,10,5,4,48,2,20,57.804
ia0245d8,1,1988,6,62,5,3,4,2,8,4,6,32,6,10,57.804
xr0eiv7j,1,1975,6,80,8,3,4,2,10,4,5,4,8,0,56.977
vnjzeuzb,1,1955,7,75,7,3,4,2,8,3,4,31,8,14,54.856
4vbrg97n,1,1998,11,72,7,8,1,2,8,2,7,10,2,0,56.977
wl8j1twu,1,1961,6,59,9,3,4,2,9,5,7,40,4,0,55.126
i389460s,0,1972,0,69,9,3,5,2,7,5,5,64,2,20,45
y5iyv23w,1,1980,7,78,3,4,4,1,6,5,10,20,8,12,53.499
t4osbzu9,0,1963,5,88,3,5,2,1,3,1,5,48,8,20,54.856
f8jrvnbw,0,1963,10,12,3,6,1,0,5,4,1,30,10,6,80.789
jxlg9mnz,0,1962,11,85,3,7,3,2,10,5,2,31,9,8,57.804
zfp5qp9i,0,1961,3,37,8,3,3,2,5,4,6,24,5,14,45
scr01nz1,1,1988,7,78,3,6,3,0,4,2,6,36,8,14,66.036
e5qmx3ba,1,1982,7,91,9,3,11,2,6,2,4,32,3,0,57.804
v3x32y45,1,1989,3,37,0,1,0,0,7,5,7,1,5,0,45
vbdf1k4s,0,1988,10,81,8,8,4,2,10,4,3,32,4,20,54.856
kaq2omy9,0,1989,5,67,3,5,2,2,5,5,5,32,6,10,54.856
u3g1m6ry,0,1944,1,21,5,7,11,2,10,5,2,6,8,20,82.349
x11j7tyy,1,1948,11,72,7,7,3,2,9,5,1,26,7,10,67.804
ualw4ud4,1,1964,3,41,5,2,6,2,10,4,4,34,8,10,64.089
m7zq6d3v,1,1947,3,36,2,7,-1,2,7,5,3,32,5,10,45
vurqrmpu,0,1997,1,25,6,5,4,1,9,4,5,7,6,10,65.225
v0amvx01,0,1976,7,95,1,3,1,2,8,4,0,32,10,0,80.362
5ikbywgg,1,1948,3,41,9,7,4,2,7,5,2,8,8,8,60.815
et9anv9m,1,1954,1,58,8,7,3,2,9,4,5,4,5,0,54.856
7jqc6j5s,0,1971,8,76,9,3,4,2,8,4,5,32,6,20,54.856
p2neyeo7,1,1980,2,35,0,8,3,2,8,4,7,10,3,10,62.736
wcdtv4o8,1,1992,9,64,8,3,1,2,10,4,6,25,5,10,57.804
v9kcmrns,0,1969,8,50,6,4,1,2,8,4,3,20,8,4,57.804
lnvr5bdv,1,1995,0,74,8,3,4,2,8,4,7,4,6,10,34.874
hhervb29,0,1944,12,13,6,7,2,2,8,4,0,44,2,0,56.766
j1mu52lj,1,1969,7,92,7,3,10,2,8,3,7,32,4,10,56.766
ruia6yxj,0,1987,9,64,3,6,3,2,9,4,4,20,4,4,58.207
bfmpval6,1,1946,12,13,6,7,8,2,7,5,7,20,3,10,80.685
zgshx06w,0,1969,6,59,2,6,1,2,10,3,7,36,10,4,57.804
8u1o0xcl,1,1971,7,75,4,4,4,1,10,5,10,5,10,10,65.725
bna1fo3l,1,1966,10,81,3,3,3,2,7,4,7,44,4,12,54.856
vcgsatq0,0,1992,5,51,8,3,3,2,9,4,3,19,9,20,54.856
hgpqres3,1,1954,8,50,9,7,6,2,7,2,3,21,3,8,61.253
zsl2o18e,0,1978,5,88,6,4,4,2,10,4,5,30,8,20,66.036
ct0bz74b,1,1977,11,72,9,3,4,2,7,4,6,15,6,0,33.234
7aws8aie,0,1951,7,75,9,7,7,2,8,4,4,38,6,12,66.833
pf64qjag,1,1966,0,63,3,3,4,2,8,3,6,34,3,20,66.036
ooflr59r,0,1965,10,66,3,5,2,2,8,5,7,64,5,0,57.804
muhmxz9d,1,1953,10,29,3,7,5,2,6,5,1,50,1,0,80.362
7n3v060z,0,1968,12,13,8,3,3,2,9,4,6,40,8,18,66.064
15k75uee,1,1957,8,76,5,7,2,2,9,5,5,52,7,10,51.789
w7a26r22,0,1959,11,44,2,7,3,2,9,3,0,64,5,4,57.804
k3s9bpjb,0,1961,10,11,9,3,0,2,8,3,8,50,5,10,57.804
c339cpk6,1,1990,7,95,6,3,2,2,7,4,7,40,4,20,57.804
4l5vfbqe,0,1971,9,33,8,3,1,2,10,3,3,40,7,10,45
40wnlb4i,1,1958,6,59,8,7,4,2,9,4,5,6,9,10,75.964
ttjl5cpx,0,1969,5,54,9,3,4,2,10,5,7,12,2,6,54.856
o44u76ak,0,1968,12,83,5,5,-1,2,5,4,4,40,4,0,57.804
t6ind5de,0,1969,7,94,8,3,8,2,9,5,0,16,7,20,76.023
7br5ryhv,1,1969,6,80,8,3,4,2,9,5,3,32,4,10,50.567
r8mlq6wd,0,1980,10,31,8,4,5,2,7,4,2,35,5,6,54.856
9p9z2ceq,1,1974,10,31,5,5,2,2,8,4,5,37,8,12,57.193
